prdctClsfcNo,prdctClsfcNoNm,prdctClsfcNoEngNm,prdctClsfcNoNmDscrpt,,
99821517,융복합공연예술전문가,Convergence performing arts professionals,"배우, 가수, 성악가, 무용수, 스턴트맨 등 공연에 직접 참가하여 자신의 신체를 이용한 예술행위를 하는 독립된 공연 예술가. '공연예술전문가'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831015,융복합상하수도사업,Convergence water and sewer utilities,"수요자에게 공업용수 및 상업용수를 공급하기 위하여 취수, 집수, 정수 및 급수를 하는 업. '상하수도사업'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831016,융복합유류및가스사업,Convergence oil and gas utilities,"기름 종류나 석탄가스, 수성가스, 발생로 가스 등을 제조하거나 연료용 가스를 혼합하여 혼합가스를 제조하는 업. '유류및가스사업'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831018,융복합전기사업,Convergence electric utilities,"가정, 산업 및 상업 사용자에게 전력을 공급하기 위하여 발전, 송·배전 및 판매하는 업. '전기사업'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831019,융복합에너지보존,Convergence energy conservation,실생활에서는 전용되어 생활력이나 동력 등에 대해서도 사용되는 에너지를 오랫동안 그 본래의 모습이나 상태대로 유지하는 일. '에너지보존'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99831115,융복합전화업,Convergence local and long distance telephone communications,"유선통신설비를 설치하여, 음성 또는 비음성의 각종 통신내용을 송·수신하거나 전달하는 업. '전화업'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831116,융복합이동통신서비스,Convergence mobile communications services,"이동 중에 무선으로 통신하는 수단으로 음성, 데이터, 문자, 음향, 영상 및 기타 정보를 송·수신하는 업. '이동통신서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831118,융복합텔레비전서비스,Convergence television services,직접 제작하거나 구입한 텔레비전프로그램의 방송시설을 운영하는 업. '텔레비전서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99831119,융복합라디오서비스,Convergence radio services,직접 제작하거나 구입한 라디오프로그램의 방송시설을 운영하는 업. '라디오서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99831123,융복합섬유통신매체서비스,Convergence fiber telecommunications services,광섬유를 통한 통신매체와 관련한 업. '섬유통신매체서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99831215,융복합도서관,Convergence libraries,"도서·회화 및 기타 자료를 수집·정리·보관하여, 이용자의 요구에 따라 신속하고 효과적이며 창조적으로 활용할 수 있도록 조직·운영되는 기관. '도서관'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99831216,융복합정보센터,Convergence information centers,"과학기술 정보 인프라스트럭처 구축의 중심 센터로서, 과학기술 종합 데이터베이스 구축 및 서비스를 지원하는 기관. '정보센터'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99839999,융복합통신서비스,Convergence communication service,"유선, 무선, 광선 또는 그 밖의 전자적 방식의 전기통신설비를 이용하여 타인의 통신을 매개하거나 전기통신회선설비를 통신용으로 임대하는 서비스로서, 기간통신서비스, 구내통신서비스, 부가통신서비스 등을 포함함. '통신서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99841015,융복합발전보조금융,Convergence development assistance,"특정 산업의 육성이나 특정 시책의 장려 등, 일정한 행정 목적을 달성하기 위하여 국가나 지방 공공 단체가 공공 단체·기업·사인 등에게 보조하는 금융. '발전보조금융'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99841016,융복합지원금융,Convergence aid financing,특정 산업의 육성이나 특정 시책의 장려 등을 위해 국가나 지방 공공 단체가 공공 단체·기업·사인 등에게 지원해 주는 금융. '지원금융'과 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
99841017,융복합부채관리,Convergence debt management,"기업이나, 개인이 재화나 용역의 차입을 전제로 부담한 금전상의 상환의무를 관리하는 업. '부채관리'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99841115,융복합회계서비스,Convergence accounting services,"상거래 기록작성, 재무제표 작성, 회계 감사 및 증명, 소득세 신고서 작성 등을 수행하는 업. '회계서비스'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99841116,융복합회계감사,Convergence audit services,기업이나 금융회사들이 재무제표나 대차대조표등 회계 기록을 원칙에 맞춰 제대로 작성했는지 여부를 제3자가 검토 조사 및 감사하는 용역. '회계감사'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.,,
